"hero_id","hero.data.name","hero.data.roadsort","hero.data.smallmap","hero.data.sortid","relation.assist.target_hero_id","relation.strong.target_hero_id","relation.weak.target_hero_id","_createdAt","_id","_updatedAt","data","sourceId","extraction_date"
"130","Obsidia","[{'_id': '668541a2aa8e7f6ec4703d86', 'caption': '金币路', 'configId': 144237, 'createdAt': 1720009122589, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/91f817c656908a83c2e24eecb3b70986.svg', 'road_sort_id': '5', 'road_sort_title': 'Gold Lane'}, 'dynamic': None, 'id': 2732079, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022953428, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_92bcc9ad2c4c8165a888d34f086a4d28.png","[{'_id': '6698c04f613093b976b4a978', 'caption': '5射手', 'configId': 144237, 'createdAt': 1721286735503, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/025c69a764924f4bac526a2662f1a0b9.png', 'sort_id': '5', 'sort_title': 'Marksman'}, 'dynamic': None, 'id': 2740665, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023126452, 'updatedUser': 'nickjin'}, '']","[55, 34]","[21, 22, 47]","[12, 18]","1758200708021","68cc038566ceee72419f7815","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 130, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.015588, ""ban_rate"": 0.345057, ""date"": ""2025-10-14"", ""win_rate"": 0.530322}, {""app_rate"": 0.015611, ""ban_rate"": 0.349553, ""date"": ""2025-10-13"", ""win_rate"": 0.530019}, {""app_rate"": 0.015644, ""ban_rate"": 0.354004, ""date"": ""2025-10-12"", ""win_rate"": 0.529558}, {""app_rate"": 0.015566, ""ban_rate"": 0.357974, ""date"": ""2025-10-11"", ""win_rate"": 0.529066}, {""app_rate"": 0.015535, ""ban_rate"": 0.361192, ""date"": ""2025-10-10"", ""win_rate"": 0.52859}, {""app_rate"": 0.015607, ""ban_rate"": 0.36386, ""date"": ""2025-10-09"", ""win_rate"": 0.52815}, {""app_rate"": 0.015667, ""ban_rate"": 0.365907, ""date"": ""2025-10-08"", ""win_rate"": 0.527586}]}","2674709","2025-10-16"
"129","Zetian","[{'_id': '66854225aa8e7f6ec4703d93', 'caption': '中路', 'configId': 144237, 'createdAt': 1720009253985, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/facab1eacb218d767b5acb80304bfafd.svg', 'road_sort_id': '2', 'road_sort_title': 'Mid Lane'}, 'dynamic': None, 'id': 2732084, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022943932, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_90/100_22dc8b16ea98a735027c3141b74ef841.png","[{'_id': '6698c015613093b976b4a974', 'caption': '4法师', 'configId': 144237, 'createdAt': 1721286677393, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/1c6985dd0caec2028ccb6d1b8ca95e0f.png', 'sort_id': '4', 'sort_title': 'mage'}, 'dynamic': None, 'id': 2740663, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023128824, 'updatedUser': 'nickjin'}, '']","[112, 14]","[2, 16]","[110]","1750337099746","6854064cec18fd09131d72db","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 129, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.010699, ""ban_rate"": 0.037389, ""date"": ""2025-10-14"", ""win_rate"": 0.485356}, {""app_rate"": 0.010704, ""ban_rate"": 0.037462, ""date"": ""2025-10-13"", ""win_rate"": 0.485697}, {""app_rate"": 0.010658, ""ban_rate"": 0.037092, ""date"": ""2025-10-12"", ""win_rate"": 0.485263}, {""app_rate"": 0.010515, ""ban_rate"": 0.036592, ""date"": ""2025-10-11"", ""win_rate"": 0.484742}, {""app_rate"": 0.010443, ""ban_rate"": 0.036328, ""date"": ""2025-10-10"", ""win_rate"": 0.484513}, {""app_rate"": 0.010439, ""ban_rate"": 0.035979, ""date"": ""2025-10-09"", ""win_rate"": 0.484569}, {""app_rate"": 0.010432, ""ban_rate"": 0.035554, ""date"": ""2025-10-08"", ""win_rate"": 0.484248}]}","2674709","2025-10-16"
"128","Kalea","[{'_id': '66854202aa8e7f6ec4703d8f', 'caption': '辅助', 'configId': 144237, 'createdAt': 1720009218480, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/a3dbb075b4d8186c29f02f7d47da236a.svg', 'road_sort_id': '3', 'road_sort_title': 'Roam'}, 'dynamic': None, 'id': 2732083, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022949109, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_64/100_9c5f2904026ba88b7aba8c9b2722f4ad.png","[{'_id': '6698c06a613093b976b4a97c', 'caption': '6辅助', 'configId': 144237, 'createdAt': 1721286762785, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/1e4609b25a4cd63ee5a13015d4058159.png', 'sort_id': '6', 'sort_title': 'support'}, 'dynamic': None, 'id': 2740666, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023113317, 'updatedUser': 'nickjin'}, {'_id': '6698bfe8613093b976b4a96c', 'caption': '2战士', 'configId': 144237, 'createdAt': 1721286632237, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/629e282165d4b63deceaf350426ea440.png', 'sort_id': '2', 'sort_title': 'fighter'}, 'dynamic': None, 'id': 2740659, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023133206, 'updatedUser': 'nickjin'}]","[15, 42, 13]","[18, 61]","[48, 19]","1742473500049","67dc091ebc060718d7756149","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 128, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.006392, ""ban_rate"": 0.081128, ""date"": ""2025-10-14"", ""win_rate"": 0.48886}, {""app_rate"": 0.006451, ""ban_rate"": 0.081828, ""date"": ""2025-10-13"", ""win_rate"": 0.48787}, {""app_rate"": 0.006511, ""ban_rate"": 0.082213, ""date"": ""2025-10-12"", ""win_rate"": 0.487231}, {""app_rate"": 0.006605, ""ban_rate"": 0.082988, ""date"": ""2025-10-11"", ""win_rate"": 0.486672}, {""app_rate"": 0.006597, ""ban_rate"": 0.083058, ""date"": ""2025-10-10"", ""win_rate"": 0.486502}, {""app_rate"": 0.006581, ""ban_rate"": 0.082536, ""date"": ""2025-10-09"", ""win_rate"": 0.486503}, {""app_rate"": 0.006582, ""ban_rate"": 0.082124, ""date"": ""2025-10-08"", ""win_rate"": 0.486527}]}","2674709","2025-10-16"
"127","Lukas","[{'_id': '6685424caa8e7f6ec4703d97', 'caption': '经验路', 'configId': 144237, 'createdAt': 1720009292257, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/6a246099f7eb83a8856306d8b4c84fc2.svg', 'road_sort_id': '1', 'road_sort_title': 'Exp Lane'}, 'dynamic': None, 'id': 2732085, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022932111, 'updatedUser': 'nickjin'}, {'_id': '668541caaa8e7f6ec4703d8a', 'caption': '打野', 'configId': 144237, 'createdAt': 1720009162509, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/de611167c7310681135f0b4198137bfa.svg', 'road_sort_id': '4', 'road_sort_title': 'Jungle'}, 'dynamic': None, 'id': 2732080, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022951463, 'updatedUser': 'nickjin'}]","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_454c13b2de7b7d1a20fbf553c620510d.png","[{'_id': '6698bfe8613093b976b4a96c', 'caption': '2战士', 'configId': 144237, 'createdAt': 1721286632237, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/629e282165d4b63deceaf350426ea440.png', 'sort_id': '2', 'sort_title': 'fighter'}, 'dynamic': None, 'id': 2740659, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023133206, 'updatedUser': 'nickjin'}, '']","[93, 6, 41]","[60, 121]","[17, 57, 116]","1734870913455","67680781dcc347d19052d927","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 127, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.002955, ""ban_rate"": 0.004245, ""date"": ""2025-10-14"", ""win_rate"": 0.475843}, {""app_rate"": 0.002927, ""ban_rate"": 0.004145, ""date"": ""2025-10-13"", ""win_rate"": 0.476034}, {""app_rate"": 0.002928, ""ban_rate"": 0.004143, ""date"": ""2025-10-12"", ""win_rate"": 0.476811}, {""app_rate"": 0.002936, ""ban_rate"": 0.004126, ""date"": ""2025-10-11"", ""win_rate"": 0.477598}, {""app_rate"": 0.002935, ""ban_rate"": 0.004075, ""date"": ""2025-10-10"", ""win_rate"": 0.478447}, {""app_rate"": 0.002944, ""ban_rate"": 0.004027, ""date"": ""2025-10-09"", ""win_rate"": 0.478009}, {""app_rate"": 0.002953, ""ban_rate"": 0.003988, ""date"": ""2025-10-08"", ""win_rate"": 0.47854}]}","2674709","2025-10-16"
"126","Suyou","[{'_id': '668541caaa8e7f6ec4703d8a', 'caption': '打野', 'configId': 144237, 'createdAt': 1720009162509, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/de611167c7310681135f0b4198137bfa.svg', 'road_sort_id': '4', 'road_sort_title': 'Jungle'}, 'dynamic': None, 'id': 2732080, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022951463, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_422ffc7849e8bb01629d2423054ed410.png","[{'_id': '6698bffd613093b976b4a970', 'caption': '3刺客', 'configId': 144237, 'createdAt': 1721286653803, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/d0b8b65a47fc43dc7bb2bac447072fd2.png', 'sort_id': '3', 'sort_title': 'assassin'}, 'dynamic': None, 'id': 2740661, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023131050, 'updatedUser': 'nickjin'}, {'_id': '6698bfe8613093b976b4a96c', 'caption': '2战士', 'configId': 144237, 'createdAt': 1721286632237, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/629e282165d4b63deceaf350426ea440.png', 'sort_id': '2', 'sort_title': 'fighter'}, 'dynamic': None, 'id': 2740659, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023133206, 'updatedUser': 'nickjin'}]","[14, 6]","[121, 115]","[114, 77]","1727026497115","66f05541b78c330538506b6d","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 126, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.002786, ""ban_rate"": 0.001327, ""date"": ""2025-10-14"", ""win_rate"": 0.473949}, {""app_rate"": 0.002785, ""ban_rate"": 0.0013, ""date"": ""2025-10-13"", ""win_rate"": 0.473047}, {""app_rate"": 0.002784, ""ban_rate"": 0.001291, ""date"": ""2025-10-12"", ""win_rate"": 0.472619}, {""app_rate"": 0.002818, ""ban_rate"": 0.00128, ""date"": ""2025-10-11"", ""win_rate"": 0.473476}, {""app_rate"": 0.002843, ""ban_rate"": 0.001252, ""date"": ""2025-10-10"", ""win_rate"": 0.474203}, {""app_rate"": 0.002862, ""ban_rate"": 0.001243, ""date"": ""2025-10-09"", ""win_rate"": 0.474514}, {""app_rate"": 0.002879, ""ban_rate"": 0.001229, ""date"": ""2025-10-08"", ""win_rate"": 0.474585}]}","2674709","2025-10-16"
"125","Zhuxin","[{'_id': '66854225aa8e7f6ec4703d93', 'caption': '中路', 'configId': 144237, 'createdAt': 1720009253985, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/facab1eacb218d767b5acb80304bfafd.svg', 'road_sort_id': '2', 'road_sort_title': 'Mid Lane'}, 'dynamic': None, 'id': 2732084, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022943932, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_13cfeec4bec7a27a09677e519f1ef9d2.png","[{'_id': '6698c015613093b976b4a974', 'caption': '4法师', 'configId': 144237, 'createdAt': 1721286677393, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/1c6985dd0caec2028ccb6d1b8ca95e0f.png', 'sort_id': '4', 'sort_title': 'mage'}, 'dynamic': None, 'id': 2740663, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023128824, 'updatedUser': 'nickjin'}, '']","[123, 71, 70]","[33, 94]","[3, 17]","1719756297141","6681660aa09589cedef93408","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 125, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.006564, ""ban_rate"": 0.039254, ""date"": ""2025-10-14"", ""win_rate"": 0.510004}, {""app_rate"": 0.006643, ""ban_rate"": 0.039829, ""date"": ""2025-10-13"", ""win_rate"": 0.509193}, {""app_rate"": 0.006758, ""ban_rate"": 0.040534, ""date"": ""2025-10-12"", ""win_rate"": 0.509788}, {""app_rate"": 0.00694, ""ban_rate"": 0.041536, ""date"": ""2025-10-11"", ""win_rate"": 0.510197}, {""app_rate"": 0.007032, ""ban_rate"": 0.04221, ""date"": ""2025-10-10"", ""win_rate"": 0.511082}, {""app_rate"": 0.007021, ""ban_rate"": 0.042546, ""date"": ""2025-10-09"", ""win_rate"": 0.511708}, {""app_rate"": 0.006962, ""ban_rate"": 0.042866, ""date"": ""2025-10-08"", ""win_rate"": 0.512349}]}","2674709","2025-10-16"
"124","Chip","[{'_id': '66854202aa8e7f6ec4703d8f', 'caption': '辅助', 'configId': 144237, 'createdAt': 1720009218480, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/a3dbb075b4d8186c29f02f7d47da236a.svg', 'road_sort_id': '3', 'road_sort_title': 'Roam'}, 'dynamic': None, 'id': 2732083, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022949109, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_85e15c66733cab7d8d73f7f725f31f1e.png","[{'_id': '6698c06a613093b976b4a97c', 'caption': '6辅助', 'configId': 144237, 'createdAt': 1721286762785, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/1e4609b25a4cd63ee5a13015d4058159.png', 'sort_id': '6', 'sort_title': 'support'}, 'dynamic': None, 'id': 2740666, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023113317, 'updatedUser': 'nickjin'}, {'_id': '6698bfbc613093b976b4a949', 'caption': '1坦克', 'configId': 144237, 'createdAt': 1721286588147, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/60638c59536d9505c9c731af13f7fdfd.png', 'sort_id': '1', 'sort_title': 'tank'}, 'dynamic': None, 'id': 2740657, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023135175, 'updatedUser': 'nickjin'}]","[28, 60, 75]","[38, 18, 121]","[99, 6]","1713515848286","66222d49554108f06353198c","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 124, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.001501, ""ban_rate"": 0.055174, ""date"": ""2025-10-14"", ""win_rate"": 0.484354}, {""app_rate"": 0.00152, ""ban_rate"": 0.05687, ""date"": ""2025-10-13"", ""win_rate"": 0.484369}, {""app_rate"": 0.001524, ""ban_rate"": 0.058009, ""date"": ""2025-10-12"", ""win_rate"": 0.485056}, {""app_rate"": 0.001553, ""ban_rate"": 0.059657, ""date"": ""2025-10-11"", ""win_rate"": 0.487416}, {""app_rate"": 0.001581, ""ban_rate"": 0.061706, ""date"": ""2025-10-10"", ""win_rate"": 0.48878}, {""app_rate"": 0.001605, ""ban_rate"": 0.063354, ""date"": ""2025-10-09"", ""win_rate"": 0.488543}, {""app_rate"": 0.001632, ""ban_rate"": 0.06491, ""date"": ""2025-10-08"", ""win_rate"": 0.489447}]}","2674709","2025-10-16"
"123","Cici","[{'_id': '6685424caa8e7f6ec4703d97', 'caption': '经验路', 'configId': 144237, 'createdAt': 1720009292257, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/6a246099f7eb83a8856306d8b4c84fc2.svg', 'road_sort_id': '1', 'road_sort_title': 'Exp Lane'}, 'dynamic': None, 'id': 2732085, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022932111, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4f970eb4b44b8c9fff2c511d8e856ff4.png","[{'_id': '6698bfe8613093b976b4a96c', 'caption': '2战士', 'configId': 144237, 'createdAt': 1721286632237, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/629e282165d4b63deceaf350426ea440.png', 'sort_id': '2', 'sort_title': 'fighter'}, 'dynamic': None, 'id': 2740659, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023133206, 'updatedUser': 'nickjin'}, '']","[55, 112, 0]","[117, 19, 0]","[3, 62]","1713515848286","66222d48554108f0635303f5","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 123, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.022101, ""ban_rate"": 0.375059, ""date"": ""2025-10-14"", ""win_rate"": 0.552117}, {""app_rate"": 0.022243, ""ban_rate"": 0.370475, ""date"": ""2025-10-13"", ""win_rate"": 0.55171}, {""app_rate"": 0.022248, ""ban_rate"": 0.365223, ""date"": ""2025-10-12"", ""win_rate"": 0.551939}, {""app_rate"": 0.022109, ""ban_rate"": 0.359227, ""date"": ""2025-10-11"", ""win_rate"": 0.551067}, {""app_rate"": 0.02206, ""ban_rate"": 0.354149, ""date"": ""2025-10-10"", ""win_rate"": 0.551264}, {""app_rate"": 0.022101, ""ban_rate"": 0.350153, ""date"": ""2025-10-09"", ""win_rate"": 0.55147}, {""app_rate"": 0.022147, ""ban_rate"": 0.347055, ""date"": ""2025-10-08"", ""win_rate"": 0.551637}]}","2674709","2025-10-16"
"122","Nolan","[{'_id': '668541caaa8e7f6ec4703d8a', 'caption': '打野', 'configId': 144237, 'createdAt': 1720009162509, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/de611167c7310681135f0b4198137bfa.svg', 'road_sort_id': '4', 'road_sort_title': 'Jungle'}, 'dynamic': None, 'id': 2732080, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022951463, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0495066df0d828c149e7fe89aa63078b.png","[{'_id': '6698bffd613093b976b4a970', 'caption': '3刺客', 'configId': 144237, 'createdAt': 1721286653803, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/d0b8b65a47fc43dc7bb2bac447072fd2.png', 'sort_id': '3', 'sort_title': 'assassin'}, 'dynamic': None, 'id': 2740661, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023131050, 'updatedUser': 'nickjin'}, '']","[6, 41, 0]","[60, 15, 0]","[72, 117]","1713515848286","66222d48554108f063530399","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 122, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.002467, ""ban_rate"": 0.00129, ""date"": ""2025-10-14"", ""win_rate"": 0.488692}, {""app_rate"": 0.002455, ""ban_rate"": 0.001288, ""date"": ""2025-10-13"", ""win_rate"": 0.488888}, {""app_rate"": 0.002458, ""ban_rate"": 0.001258, ""date"": ""2025-10-12"", ""win_rate"": 0.489363}, {""app_rate"": 0.002475, ""ban_rate"": 0.001239, ""date"": ""2025-10-11"", ""win_rate"": 0.489951}, {""app_rate"": 0.002483, ""ban_rate"": 0.001222, ""date"": ""2025-10-10"", ""win_rate"": 0.489816}, {""app_rate"": 0.002487, ""ban_rate"": 0.001217, ""date"": ""2025-10-09"", ""win_rate"": 0.490437}, {""app_rate"": 0.002488, ""ban_rate"": 0.001204, ""date"": ""2025-10-08"", ""win_rate"": 0.490626}]}","2674709","2025-10-16"
"121","Ixia","[{'_id': '668541a2aa8e7f6ec4703d86', 'caption': '金币路', 'configId': 144237, 'createdAt': 1720009122589, 'createdUser': 'nickjin', 'data': {'_object': 2732073, 'road_sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/91f817c656908a83c2e24eecb3b70986.svg', 'road_sort_id': '5', 'road_sort_title': 'Gold Lane'}, 'dynamic': None, 'id': 2732079, 'linkId': [2732073], 'sort': 0, 'updatedAt': 1723022953428, 'updatedUser': 'nickjin'}, '']","https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c5f758bd1141327d36f2c77928268ab7.png","[{'_id': '6698c04f613093b976b4a978', 'caption': '5射手', 'configId': 144237, 'createdAt': 1721286735503, 'createdUser': 'nickjin', 'data': {'_object': 2740651, 'sort_icon': 'https://akmweb.youngjoygame.com/web/gms/image/025c69a764924f4bac526a2662f1a0b9.png', 'sort_id': '5', 'sort_title': 'Marksman'}, 'dynamic': None, 'id': 2740665, 'linkId': [2740651], 'sort': 0, 'updatedAt': 1723023126452, 'updatedUser': 'nickjin'}, '']","[117, 11, 0]","[117, 11, 0]","[3, 109]","1713515848286","66222d49554108f06353190d","1760533501344","{""bigrank"": ""8"", ""camp_type"": ""1"", ""main_heroid"": 121, ""match_type"": ""1"", ""win_rate"": [{""app_rate"": 0.010382, ""ban_rate"": 0.015846, ""date"": ""2025-10-14"", ""win_rate"": 0.530614}, {""app_rate"": 0.010376, ""ban_rate"": 0.016161, ""date"": ""2025-10-13"", ""win_rate"": 0.531064}, {""app_rate"": 0.010376, ""ban_rate"": 0.016385, ""date"": ""2025-10-12"", ""win_rate"": 0.531055}, {""app_rate"": 0.010378, ""ban_rate"": 0.016774, ""date"": ""2025-10-11"", ""win_rate"": 0.532182}, {""app_rate"": 0.010367, ""ban_rate"": 0.01707, ""date"": ""2025-10-10"", ""win_rate"": 0.532189}, {""app_rate"": 0.010374, ""ban_rate"": 0.017243, ""date"": ""2025-10-09"", ""win_rate"": 0.531669}, {""app_rate"": 0.01038, ""ban_rate"": 0.017467, ""date"": ""2025-10-08"", ""win_rate"": 0.532055}]}","2674709","2025-10-16"
